# time (s)	h_+ (strain)	h_x (strain)
0.033020019	1.357366148937317382e-22	1.329601502975427986e-22
0.033081054	1.276687048241222207e-22	1.403848503085805853e-22
0.033142089	1.191956494745428851e-22	1.472853251140090609e-22
0.033203125	1.103516408990883806e-22	1.536399960704450318e-22
0.033264160	1.011719827124078175e-22	1.594294945886128881e-22
0.033325195	9.169294872999778274e-23	1.646367167835567801e-22
0.033386230	8.195163912447906098e-23	1.692468691748878235e-22
0.033447265	7.198583463529984995e-23	1.732475053295512958e-22
0.033508300	6.183384940994537970e-23	1.766285533944877867e-22
0.033569336	5.153438303333796754e-23	1.793823344824030420e-22
0.033630371	4.112637232475927320e-23	1.815035719184946638e-22
0.033691406	3.064884343376715919e-23	1.829893913814061087e-22
0.033752441	2.014076482007226608e-23	1.838393120187674094e-22
0.033813476	9.640901644555494989e-24	1.840552286382894979e-22
0.033874511	-8.123278859789519768e-25	1.836413851233346631e-22
0.033935546	-1.118099369487313617e-23	1.826043392210190064e-22
0.033996582	-2.142779202153125425e-23	1.809529189433233248e-22
0.034057617	-3.151618012128795856e-23	1.786981707684128104e-22
0.034118652	-4.141050699926631906e-23	1.758532999513495452e-22
0.034179687	-5.107613971964947007e-23	1.724336031855649623e-22
0.034240722	-6.047958485099963145e-23	1.684563939725207958e-22
0.034301757	-6.958860462089936622e-23	1.639409210121610242e-22
0.034362793	-7.837232740599859712e-23	1.589082799971500515e-22
0.034423828	-8.680135216192030390e-23	1.533813191766793687e-22
0.034484863	-9.484784647117097454e-23	1.473845391255361995e-22
0.034545898	-1.024856378698640003e-22	1.409439871058349379e-22
0.034606933	-1.096902981959436867e-22	1.340871465084549851e-22
0.034667968	-1.164392206557528962e-22	1.268428217852025121e-22
0.034729004	-1.227116894171895975e-22	1.192410193832712884e-22
0.034790039	-1.284889415088756014e-22	1.113128251304312897e-22
0.034851074	-1.337542208569465082e-22	1.030902785916443206e-22
0.034912109	-1.384928243162669651e-22	9.460624486693726062e-23
0.034973144	-1.426921396105072815e-22	8.589428436139145024e-23
0.035034179	-1.463416750729133540e-22	7.698852101701220025e-23
0.035095214	-1.494330811674874502e-22	6.792350952269987304e-23
0.035156250	-1.519601637633670629e-22	5.873410201540230955e-23
0.035217285	-1.539188891961146370e-22	4.945531476720796754e-23
0.035278320	-1.553073811415179917e-22	4.012219538243734626e-23
0.035339355	-1.561259094040720197e-22	3.076969097307071173e-23
0.035400390	-1.563768707204946522e-22	2.143251782885394056e-23
0.035461425	-1.560647617068810617e-22	1.214503304461863278e-23
0.035522461	-1.551961441427330780e-22	2.941108584541568573e-24
0.035583496	-1.537796027556882361e-22	-6.145991782070399063e-24
0.035644531	-1.518256957532267453e-22	-1.508373220079865920e-23
0.035705566	-1.493468983393712295e-22	-2.384042071397335817e-23
0.035766601	-1.463575394769695955e-22	-3.238532108571505630e-23
0.035827636	-1.428737322177089264e-22	-4.068876007140576841e-23
0.035888671	-1.389132978894901680e-22	-4.872222979491275947e-23
0.035949707	-1.344956844924893433e-22	-5.645848484681428868e-23
0.036010742	-1.296418796633921563e-22	-6.387163382356097667e-23
0.036071777	-1.243743185691545890e-22	-7.093722497897303625e-23
0.036132812	-1.187167871343616333e-22	-7.763232571504872292e-23
0.036193847	-1.126943209999428568e-22	-8.393559569611503603e-23
0.036254882	-1.063331006271933518e-22	-8.982735331381362049e-23
0.036315918	-9.966034299195979158e-23	-9.528963534962988249e-23
0.036376953	-9.270419028045449010e-23	-1.003062496460677030e-22
0.036437988	-8.549359606837254388e-23	-1.048628206515403007e-22
0.036499023	-7.805820938508511660e-23	-1.089468277283566433e-22
0.036560058	-7.042825718528125270e-23	-1.125476361385569328e-22
0.036621093	-6.263442561080670374e-23	-1.156565206526840876e-22
0.036682129	-5.470774056936938501e-23	-1.182666817543596832e-22
0.036743164	-4.667944804158639489e-23	-1.203732544467611231e-22
0.036804199	-3.858089459311849917e-23	-1.219733096800185984e-22
0.036865234	-3.044340852897586273e-23	-1.230658484734935651e-22
0.036926269	-2.229818215649137219e-23	-1.236517887994916540e-22
0.036987304	-1.417615555839757233e-23	-1.237339453474264679e-22
0.037048339	-6.107902335871138876e-24	-1.233170023184702241e-22
0.037109375	1.876482284247345595e-24	-1.224074793839535606e-22
0.037170410	9.747490568515328277e-24	-1.210136910253973646e-22
0.037231445	1.747630822476212463e-23	-1.191456994446950760e-22
0.037292480	2.503491682638665491e-23	-1.168152612951714482e-22
0.037353515	3.239619233258754411e-23	-1.140357684670488115e-22
0.037414550	3.953399937256748521e-23	-1.108221832258700730e-22
0.037475586	4.642328099108808634e-23	-1.071909679808572703e-22
0.037536621	5.304014352156640325e-23	-1.031600100050466291e-22
0.037597656	5.936193634116310793e-23	-9.874854142648319892e-23
0.037658691	6.536732621485010785e-23	-9.397705484496654614e-23
0.037719726	7.103636604190120803e-23	-8.886721492492092181e-23
0.037780761	7.635055773646659866e-23	-8.344176633114113215e-23
0.037841796	8.129290909825586791e-23	-7.772443840283160346e-23
0.037902832	8.584798449267129249e-23	-7.173984692920514018e-23
0.037963867	9.000194920096009675e-23	-6.551339345357791504e-23
0.038024902	9.374260733290675204e-23	-5.907116248647028152e-23
0.038085937	9.705943321525101512e-23	-5.243981704281751546e-23
0.038146972	9.994359618158108757e-23	-4.564649291826820362e-23
0.038208007	1.023879787470215373e-22	-3.871869211298779784e-23
0.038269043	1.043871881445626934e-22	-3.168417580722604890e-23
0.038330078	1.059375612311414842e-22	-2.457085730789919459e-23
0.038391113	1.070371628175742958e-22	-1.740669537270858376e-23
0.038452148	1.076857774834630412e-22	-1.021958830033404685e-23
0.038513183	1.078848949491373250e-22	-3.037269198423705480e-24
0.038574218	1.076376891433116929e-22	4.112797197332426179e-24
0.038635254	1.069489910754926880e-22	1.120351576865350526e-23
0.038696289	1.058252556906432572e-22	1.820825995798865773e-23
0.038757324	1.042745228688847107e-22	2.510096805960353833e-23
0.038818359	1.023063727894130789e-22	3.185623651261387578e-23
0.038879394	9.993187584693165031e-23	3.844940986034261782e-23
0.038940429	9.716353740089170874e-23	4.485666709067415481e-23
0.039001464	9.401523757027247063e-23	5.105510402353362898e-23
0.039062500	9.050216637640964903e-23	5.702281150814453778e-23
0.039123535	8.664075451129984404e-23	6.273894913158160123e-23
0.039184570	8.244860002495266822e-23	6.818381423952588504e-23
0.039245605	7.794439126512995996e-23	7.333890600411792303e-23
0.039306640	7.314782637728082909e-23	7.818698438548444423e-23
0.039367675	6.807952970538759719e-23	8.271212377159566307e-23
0.039428711	6.276096545836135660e-23	8.689976116145748052e-23
0.039489746	5.721434895439104060e-23	9.073673874775959221e-23
0.039550781	5.146255584498596349e-23	9.421134080054040932e-23
0.039611816	4.552902965537642167e-23	9.731332473785373951e-23
0.039672851	3.943768800955830959e-23	1.000339463481084505e-22
0.039733886	3.321282792369921774e-23	1.023659790972393101e-22
0.039794921	2.687903051782340944e-23	1.043037275149191758e-22
0.039855957	2.046106552285470402e-23	1.058430346505319594e-22
0.039916992	1.398379595008747660e-23	1.069812836394712649e-22
0.039978027	7.472083269578627283e-24	1.077173934093518006e-22
0.040039062	9.506934774585345679e-25	1.080518086116448520e-22
0.040100097	-5.555795620093878501e-24	1.079864838563046475e-22
0.040161132	-1.202308556357097286e-23	1.075248623736682801e-22
0.040222168	-1.842724648303556211e-23	1.066718492208099878e-22
0.040283203	-2.474480413234556534e-23	1.054337792033844075e-22
0.040344238	-3.095282439445810560e-23	1.038183796558989159e-22
0.040405273	-3.702899494119618968e-23	1.018347283039914498e-22
0.040466308	-4.295170380162097468e-23	9.949320637728082387e-23
0.040527343	-4.870011452676822917e-23	9.680544722383451448e-23
0.040588379	-5.425423772282721719e-23	9.378428065049234047e-23
0.040649414	-5.959499870635130550e-23	9.044367323349469876e-23
0.040710449	-6.470430105643130625e-23	8.679866488282196478e-23
0.040771484	-6.956508586209039323e-23	8.286530191479281116e-23
0.040832519	-7.416138648184095054e-23	7.866056693929476894e-23
0.040893554	-7.847837864624651915e-23	7.420230584032909444e-23
0.040954589	-8.250242574800610972e-23	6.950915217169885378e-23
0.041015625	-8.622111920783287065e-23	6.460044926233296943e-23
0.041076660	-8.962331379696019600e-23	5.949617037157008681e-23
0.041137695	-9.269915782220563269e-23	5.421683718605425844e-23
0.041198730	-9.544011813100546108e-23	4.878343701887282772e-23
0.041259765	-9.783899985409848069e-23	4.321733901370473665e-23
0.041320800	-9.988996089671643137e-23	3.754020968532346744e-23
0.041381836	-1.015885211408457864e-22	3.177392814288728508e-23
0.041442871	-1.029315663932396938e-22	2.594050129509564594e-23
0.041503906	-1.039173471029893745e-22	2.006197938566666581e-23
0.041564941	-1.045454719125236297e-22	1.416037215941821864e-23
0.041625976	-1.048168960975393499e-22	8.257565987359832415e-24
0.041687011	-1.047339050096373388e-22	2.375242242760343504e-24
0.041748046	-1.043000926178997620e-22	-3.465202753654091792e-24
0.041809082	-1.035203352793733822e-22	-9.242735951727551331e-24
0.041870117	-1.024007608878385212e-22	-1.493676364392693755e-23
0.041931152	-1.009487135605474156e-22	-2.052720515218901243e-23
0.041992187	-9.917271403520640008e-23	-2.599456384539241835e-23
0.042053222	-9.708241598067641565e-23	-3.131999525269435706e-23
0.042114257	-9.468855841650058500e-23	-3.648537204515922970e-23
0.042175293	-9.200291445683059970e-23	-4.147334565585024990e-23
0.042236328	-8.903823662832836648e-23	-4.626740434274255556e-23
0.042297363	-8.580819898475263650e-23	-5.085192750438461457e-23
0.042358398	-8.232733627417467008e-23	-5.521223607928528433e-23
0.042419433	-7.861098043106517154e-23	-5.933463886765738796e-23
0.042480468	-7.467519463758078193e-23	-6.320647464659231374e-23
0.042541504	-7.053670526794059917e-23	-6.681614994517095116e-23
0.042602539	-6.621283194784691336e-23	-7.015317239832558706e-23
0.042663574	-6.172141605494991161e-23	-7.320817956847631533e-23
0.042724609	-5.708074793309210653e-23	-7.597296318549145159e-23
0.042785644	-5.230949310150622321e-23	-7.844048875686132032e-23
0.042846679	-4.742661777566165006e-23	-8.060491050565928406e-23
0.042907714	-4.245131396534519260e-23	-8.246158164063539428e-23
0.042968750	-3.740292445387583859e-23	-8.400705994902667184e-23
0.043029785	-3.230086795538378353e-23	-8.523910874746094296e-23
0.043090820	-2.716456470601350973e-23	-8.615669322817282669e-23
0.043151855	-2.201336280733491632e-23	-8.675997225871602309e-23
0.043212890	-1.686646556140374057e-23	-8.705028571297947197e-23
0.043273925	-1.174286009597837481e-23	-8.703013742419460833e-23
0.043334961	-6.661247514230605031e-24	-8.670317387287445943e-23
0.043395996	-1.639974841926766458e-24	-8.607415872186398434e-23
0.043457031	3.303030994570196773e-24	-8.514894335277165360e-23
0.043518066	8.150326928618953007e-24	-8.393443354431797897e-23
0.043579101	1.288501501977946770e-23	-8.243855245680457673e-23
0.043640136	1.749080102978059279e-23	-8.067020012099028915e-23
0.043701171	2.195205009513622788e-23	-7.863920958764552364e-23
0.043762207	2.625383932938979726e-23	-7.635629997698530879e-23
0.043823242	3.038200716337506895e-23	-7.383302660073698303e-23
0.043884277	3.432319928494071182e-23	-7.108172841946713821e-23
0.043945312	3.806491102787392552e-23	-6.811547301571773173e-23
0.044006347	4.159552607729647715e-23	-6.494799936635797712e-23
0.044067382	4.490435139369590379e-23	-6.159365861636863861e-23
0.044128418	4.798164824520600221e-23	-5.806735312757689311e-23
0.044189453	5.081865928132489242e-23	-5.438447404261355712e-23
0.044250488	5.340763156748854229e-23	-5.056083761722607716e-23
0.044311523	5.574183555208024978e-23	-4.661262058895247254e-23
0.044372558	5.781557992187460182e-23	-4.255629482114608089e-23
0.044433593	5.962422232573577529e-23	-3.840856150250169116e-23
0.044494629	6.116417598753272377e-23	-3.418628514595996163e-23
0.044555664	6.243291220069993803e-23	-2.990642764191102539e-23
0.044616699	6.342895874996193070e-23	-2.558598262664875345e-23
0.044677734	6.415189431333498199e-23	-2.124191041099377940e-23
0.044738769	6.460233888566317683e-23	-1.689107371455709382e-23
0.044799804	6.478194032638292933e-23	-1.255017443544376213e-23
0.044860839	6.469335710340734822e-23	-8.235691714253787477e-24
0.044921875	6.434023735415106604e-23	-3.963821477925413093e-24
0.044982910	6.372719436491518794e-23	2.495822802589249609e-25
0.045043945	6.285977861635118661e-23	4.389064300273749323e-24
0.045104980	6.174444652948782038e-23	8.439622731237770957e-24
0.045166015	6.038852606602833952e-23	1.238676148765090845e-23
0.045227050	5.880017935513222914e-23	1.621654011361036694e-23
0.045288086	5.698836250861608561e-23	1.991562099268900289e-23
0.045349121	5.496278282771108755e-23	2.347131374113813581e-23
0.045410156	5.273385357109963765e-23	2.687161664560641575e-23
0.045471191	5.031264650505108053e-23	3.010525501885619515e-23
0.045532226	4.771084242515596617e-23	3.316171635770795097e-23
0.045593261	4.494067987284404661e-23	3.603128219386507481e-23
0.045654296	4.201490225737672364e-23	3.870505656040428696e-23
0.045715332	3.894670360858756525e-23	4.117499098885672808e-23
0.045776367	3.574967317621948977e-23	4.343390598943263888e-23
0.045837402	3.243773911405402178e-23	4.547550895070454124e-23
0.045898437	2.902511146574649844e-23	4.729440845012135643e-23
0.045959472	2.552622468226909491e-23	4.888612493710268611e-23
0.046020507	2.195567990131492705e-23	5.024709779182182766e-23
0.046081543	1.832818721235999467e-23	5.137468879030883735e-23
0.046142578	1.465850812706536797e-23	5.226718196260879929e-23
0.046203613	1.096139848490944877e-23	5.292377992119499792e-23
0.046264648	7.251551994347020758e-24	5.334459668403611927e-23
0.046325683	3.543544641485387587e-24	5.353064707680862937e-23
0.046386718	-1.482198490497936645e-25	5.348383277606464398e-23
0.046447754	-3.809563283489085189e-24	5.320692509285063617e-23
0.046508789	-7.426584816907016539e-24	5.270354460503230018e-23
0.046569824	-1.098571113336289683e-23	5.197813772807089776e-23
0.046630859	-1.447374480682023851e-23	5.103595036941504717e-23
0.046691894	-1.787791067804537485e-23	4.988299880125383791e-23
0.046752929	-2.118590009276087413e-23	4.852603786799054185e-23
0.046813964	-2.438591284641361314e-23	4.697252672225769529e-23
0.046875000	-2.746669670354103081e-23	4.523059220058165435e-23
0.046936035	-3.041758435752833751e-23	4.330899005858064723e-23
0.046997070	-3.322852772724396401e-23	4.121706418884750624e-23
0.047058105	-3.589012947750116239e-23	3.896470404478953613e-23
0.047119140	-3.839367166620064881e-23	3.656230042288092950e-23
0.047180175	-4.073114145984675906e-23	3.402069981434043804e-23
0.047241211	-4.289525382314479045e-23	3.135115750871616185e-23
0.047302246	-4.487947114839195869e-23	2.856528964522346728e-23
0.047363281	-4.667801977192158172e-23	2.567502442008021791e-23
0.047424316	-4.828590335054117486e-23	2.269255263166516083e-23
0.047485351	-4.969891308235840628e-23	1.963027778118371888e-23
0.047546386	-5.091363476506758340e-23	1.650076590750128380e-23
0.047607421	-5.192745269720362618e-23	1.331669538425235651e-23
0.047668457	-5.273855045451452039e-23	1.009080683665827061e-23
0.047729492	-5.334590855119625255e-23	6.835853404392397076e-24
0.047790527	-5.374929905607602104e-23	3.564551521894576807e-24
0.047851562	-5.394927719762203473e-23	2.895324103046305577e-25
0.047912597	-5.394717003404672495e-23	-2.976705544068485083e-24
0.047973632	-5.374506227000631862e-23	-6.221843343523904942e-24
0.048034668	-5.334577929393674189e-23	-9.433786701571291445e-24
0.048095703	-5.275286754653812187e-23	-1.260070995909885478e-23
0.048156738	-5.197057232043587290e-23	-1.571109846645993145e-23
0.048217773	-5.100381310981815239e-23	-1.875378924188837382e-23
0.048278808	-4.985815663314068364e-23	-2.171800980983791977e-23
0.048339843	-4.853978765520383898e-23	-2.459341505753964966e-23
0.048400879	-4.705547776525230993e-23	-2.737012200396573561e-23
0.048461914	-4.541255222627399367e-23	-3.003874236999508449e-23
0.048522949	-4.361885508756747806e-23	-3.259041283172738749e-23
0.048583984	-4.168271266983853827e-23	-3.501682288761811693e-23
0.048645019	-3.961289563143395084e-23	-3.731024024294537989e-23
0.048706054	-3.741857974367863266e-23	-3.946353364651219676e-23
0.048767089	-3.510930556240816217e-23	-4.147019311447573535e-23
0.048828125	-3.269493716315629123e-23	-4.332434750428351606e-23
0.048889160	-3.018562011234109438e-23	-4.502077938509147609e-23
0.048950195	-2.759173884060635228e-23	-4.655493719324072078e-23
0.049011230	-2.492387360907250226e-23	-4.792294464085261767e-23
0.049072265	-2.219275721833450596e-23	-4.912160739336495140e-23
0.049133300	-1.940923165961260543e-23	-5.014841699446881684e-23
0.049194336	-1.658420485491113537e-23	-5.100155208932691206e-23
0.049255371	-1.372860767158022272e-23	-5.167987693891117925e-23
0.049316406	-1.085335136470476778e-23	-5.218293728612658676e-23
0.049377441	-7.969285621867135908e-24	-5.251095361666929006e-23
0.049438476	-5.087157352748208892e-24	-5.266481186347760696e-23
0.049499511	-2.217570394241804844e-24	-5.264605163364263813e-23
0.049560546	6.290537417098604918e-25	-5.245685202323607712e-23
0.049621582	3.442513911499370872e-24	-5.210001511290910718e-23
0.049682617	6.212866066144975233e-24	-5.157894722890700599e-23
0.049743652	8.930458509925786933e-24	-5.089763808014413357e-23
0.049804687	1.158596557690465413e-23	-5.006063786910432226e-23
0.049865722	1.417041962191099708e-23	-4.907303249295302260e-23
0.049926757	1.667524120214481226e-23	-4.794041696530684773e-23
0.049987793	1.909226736884098374e-23	-4.666886717118297331e-23
0.050048828	2.141377796856511871e-23	-4.526491009546850056e-23
0.050109863	2.363251988248747351e-23	-4.373549265816006050e-23
0.050170898	2.574172912812741971e-23	-4.208794929784525080e-23
0.050231933	2.773515076425450995e-23	-4.032996844241786197e-23
0.050292968	2.960705655039785057e-23	-3.846955801829665293e-23
0.050354004	3.135226031052642194e-23	-3.651501014950169548e-23
0.050415039	3.296613097523300397e-23	-3.447486517638392886e-23
0.050476074	3.444460328171306996e-23	-3.235787517642960127e-23
0.050537109	3.578418610477762645e-23	-3.017296710766068329e-23
0.050598144	3.698196843764659498e-23	-2.792920574287327066e-23
0.050659179	3.803562299856710118e-23	-2.563575654001335398e-23
0.050720214	3.894340751023732486e-23	-2.330184859214164322e-23
0.050781250	3.970416365053127829e-23	-2.093673781042387854e-23
0.050842285	4.031731372174741212e-23	-1.854967047508811249e-23
0.050903320	4.078285507435531382e-23	-1.614984730414418371e-23
0.050964355	4.110135233800496066e-23	-1.374638816357026978e-23
0.051025390	4.127392751999286560e-23	-1.134829756390478453e-23
0.051086425	4.130224803056243932e-23	-8.964431061910997269e-24
0.051147461	4.118851271519787889e-23	-6.603462690218796752e-24
0.051208496	4.093543597658062155e-23	-4.273853538955432938e-24
0.051269531	4.054623006086071821e-23	-1.983821587154329342e-24
0.051330566	4.002458562446397124e-23	2.586870997920506401e-25
0.051391601	3.937465065217965990e-23	2.446025715015184879e-24
0.051452636	3.860100785942102899e-23	4.570872510361361757e-24
0.051513671	3.770865067288767232e-23	6.626254958230056918e-24
0.051574707	3.670295790056036682e-23	8.605572211732833520e-24
0.051635742	3.558966722175987972e-23	1.050261578762214541e-23
0.051696777	3.437484761191072904e-23	1.231158841373668092e-23
0.051757812	3.306487082280783445e-23	1.402712099350111121e-23
0.051818847	3.166638204597289880e-23	1.564428763593152453e-23
0.051879882	3.018626989963923955e-23	1.715861872572427111e-23
0.051940918	2.863163584195996004e-23	1.856611199917675823e-23
0.052001953	2.700976317178424170e-23	1.986324161036423731e-23
0.052062988	2.532808572005706477e-23	2.104696518052488276e-23
0.052124023	2.359415637870053448e-23	2.211472881833924836e-23
0.052185058	2.181561558725113749e-23	2.306447013882545506e-23
0.052246093	2.000015990727426488e-23	2.389461926421489044e-23
0.052307129	1.815551080721667421e-23	2.460409786191409025e-23
0.052368164	1.628938378732100365e-23	2.519231622522827705e-23
0.052429199	1.440945795072107832e-23	2.565916844521147134e-23
0.052490234	1.252334615399236067e-23	2.600502572354883523e-23
0.052551269	1.063856583761284746e-23	2.623072785855001899e-23
0.052612304	8.762510649425621151e-24	2.633757299077591343e-23
0.052673339	6.902422962340767323e-24	2.632730564770213097e-23
0.052734375	5.065367393123639960e-24	2.620210317343004299e-23
0.052795410	3.258205398912458856e-24	2.596456061739506490e-23
0.052856445	1.487571066717099844e-24	2.561767415732790139e-23
0.052917480	-2.401518574964267098e-25	2.516482315473932737e-23
0.052978515	-1.918851589479096797e-24	2.460975092361293209e-23
0.053039550	-3.542708532120008381e-24	2.395654431220140538e-23
0.053100586	-5.106214030104031594e-24	2.320961220193260147e-23
0.053161621	-6.604187603587350206e-24	2.237366301002602399e-23
0.053222656	-8.031792608845646900e-24	2.145368132537463221e-23
0.053283691	-9.384550286491609380e-24	2.045490375400694248e-23
0.053344726	-1.065835215690449720e-23	1.938279411481860735e-23
0.053405761	-1.184947074431663796e-23	1.824301807008568575e-23
0.053466796	-1.295456860178434135e-23	1.704141731520477121e-23
0.053527832	-1.397070562124759598e-23	1.578398343728150329e-23
0.053588867	-1.489534463686676082e-23	1.447683154997717689e-23
0.053649902	-1.572635530225056244e-23	1.312617381970882867e-23
0.053710937	-1.646201627128587683e-23	1.173829298842778850e-23
0.053771972	-1.710101567681858924e-23	1.031951600768688902e-23
0.053833007	-1.764244994664001265e-23	8.876187882086352869e-24
0.053894043	-1.808582097343815877e-23	7.414645834012942823e-24
0.053955078	-1.843103167833385173e-23	5.941193885875584959e-24
0.054016113	-1.867838001027584666e-23	4.462077960741147483e-24
0.054077148	-1.882855142251286328e-23	2.983461595909461444e-24
0.054138183	-1.888260988296950500e-23	1.511402358441657933e-24
0.054199218	-1.884198748160026900e-23	5.182905485775489717e-26
0.054260254	-1.870847268035114084e-23	-1.389480189716719699e-24
0.054321289	-1.848419729562456300e-23	-2.806918899095865644e-24
0.054382324	-1.817162226769441855e-23	-4.195072190046088557e-24
0.054443359	-1.777352230194134621e-23	-5.548735623586312847e-24
0.054504394	-1.729296946275230517e-23	-6.862932907103852433e-24
0.054565429	-1.673331579171092829e-23	-8.132932376715653122e-24
0.054626464	-1.609817505286313720e-23	-9.354262230682021632e-24
0.054687500	-1.539140368271512589e-23	-1.052272444721460035e-23
0.054748535	-1.461708103451644583e-23	-1.163440736125330327e-23
0.054809570	-1.377948901401844185e-23	-1.268569686667996725e-23
0.054870605	-1.288309120224921024e-23	-1.367328620714433615e-23
0.054931640	-1.193251155016335800e-23	-1.459418435256232551e-23
0.054992675	-1.093251275300359380e-23	-1.544572293105548601e-23
0.055053711	-9.887974384718531266e-24	-1.622556171594046141e-23
0.055114746	-8.803870899632761638e-24	-1.693169266962515762e-23
0.055175781	-7.685249594027490827e-24	-1.756244253896184310e-23
0.055236816	-6.537208607955056799e-24	-1.811647402365467933e-23
0.055297851	-5.364875074305837501e-24	-1.859278552349947123e-23
0.055358886	-4.173383499359901044e-24	-1.899070949990478547e-23
0.055419921	-2.967854454144628462e-24	-1.930990945965996267e-23
0.055480957	-1.753373674968190217e-24	-1.955037561738578930e-23
0.055541992	-5.349716439730057484e-25	-1.971241925500629351e-23
0.055603027	6.823962619899352499e-25	-1.979666583464432884e-23
0.055664062	1.893868994200255439e-24	-1.980404690552991944e-23
0.055725097	3.094698332653550648e-24	-1.973579085747818943e-23
0.055786132	4.280266618585888865e-24	-1.959341258507034337e-23
0.055847168	5.446103644000716976e-24	-1.937870211063178000e-23
0.055908203	6.587902637489252286e-24	-1.909371224080564312e-23
0.055969238	7.701535303089175981e-24	-1.874074532041592423e-23
0.056030273	8.783065852814837984e-24	-1.832233914595404318e-23
0.056091308	9.828763989676012755e-24	-1.784125212621941356e-23
0.056152343	1.083511681003328916e-23	-1.730044775205972392e-23
0.056213379	1.179883957908583135e-23	-1.670307845808008926e-23
0.056274414	1.271688535950998747e-23	-1.605246895201011947e-23
0.056335449	1.358645346780239685e-23	-1.535209909549482046e-23
0.056396484	1.440499673788866402e-23	-1.460558640731595741e-23
0.056457519	1.517022758185035636e-23	-1.381666828464523707e-23
0.056518554	1.588012283638326435e-23	-1.298918400660421187e-23
0.056579589	1.653292740136054903e-23	-1.212705660984914840e-23
0.056640625	1.712715666191835124e-23	-1.123427472125881569e-23
0.056701660	1.766159771141528780e-23	-1.031487441356190466e-23
0.056762695	1.813530938792280537e-23	-9.372921168007032082e-24
0.056823730	1.854762113403252372e-23	-8.412492028611616381e-24
0.056884765	1.889813071866768592e-23	-7.437658009425286120e-24
0.056945800	1.918670082945104837e-23	-6.452466829195360399e-24
0.057006836	1.941345458873071007e-23	-5.460926058518375138e-24
0.057067871	1.957877000835835740e-23	-4.466986719406094979e-24
0.057128906	1.968327344442838510e-23	-3.474527427911107357e-24
0.057189941	1.972783208180573376e-23	-2.487339128082122614e-24
0.057250976	1.971354550021384798e-23	-1.509110465865169535e-24
0.057312011	1.964173637693425901e-23	-5.434138829264319081e-25
0.057373046	1.951394038037484943e-23	4.063075503530022737e-25
0.057434082	1.933189530188467669e-23	1.336752494545348294e-24
0.057495117	1.909752950110116057e-23	2.244772859948711922e-24
0.057556152	1.881294971454871980e-23	3.127384451192111932e-24
0.057617187	1.848042829368668126e-23	3.981776692099868294e-24
0.057678222	1.810238994659087570e-23	4.805321421499422258e-24
0.057739257	1.768139803450467504e-23	5.595580709693403563e-24
0.057800293	1.722014050596612538e-23	6.350313707449817872e-24
0.057861328	1.672141552683676026e-23	7.067482482500393635e-24
0.057922363	1.618811688194521521e-23	7.745256856805160016e-24
0.057983398	1.562321920910873327e-23	8.382018223472505821e-24
0.058044433	1.502976314320772363e-23	8.976362351630183059e-24
0.058105468	1.441084043270748492e-23	9.527101181189218829e-24
0.058166504	1.376957909480686103e-23	1.003326360792791017e-23
0.058227539	1.310912868294083500e-23	1.049409528584486218e-23
0.058288574	1.243264571733716685e-23	1.090905744802065175e-23
0.058349609	1.174327936070780215e-23	1.127782477897018436e-23
0.058410644	1.104415738001309969e-23	1.160028235389576959e-23
0.058471679	1.033837246867588532e-23	1.187652168359419004e-23
0.058532714	9.628968976304226432e-24	1.210683588528027680e-23
0.058593750	8.918930107221666054e-24	1.229171402597117175e-23
0.058654785	8.211165627960555979e-24	1.243183467175550695e-23
0.058715820	7.508500144926949913e-24	1.252805868581975501e-23
0.058776855	6.813661985862589777e-24	1.258142131883976962e-23
0.058837890	6.129272733282326440e-24	1.259312364645574393e-23
0.058898925	5.457837443229637034e-24	1.256452338999368288e-23
0.058959961	4.801735586322075259e-24	1.249712518663647923e-23
0.059020996	4.163212740776068471e-24	1.239257035391349459e-23
0.059082031	3.544373060895369816e-24	1.225262620777613039e-23
0.059143066	2.947172553318603166e-24	1.207917498452540779e-23
0.059204101	2.373413161531457466e-24	1.187420243779303642e-23
0.059265136	1.824737694796846661e-24	1.163978615218508627e-23
0.059326171	1.302625596429413521e-24	1.137808364021189724e-23
0.059387207	8.083895629880126024e-25	1.109132029131559680e-23
0.059448242	3.431730169621036697e-25	1.078177720708117642e-23
0.059509277	-9.205156490534738217e-26	1.045177901120434403e-23
0.059570312	-4.964834814168221267e-25	1.010368166400938606e-23
0.059631347	-8.694937978864344613e-25	9.739860364399734900e-24
0.059692382	-1.210624510406705364e-24	9.362697570618853889e-24
0.059753418	-1.519586905702548130e-24	8.974571216040117031e-24
0.059814453	-1.796259133406295505e-24	8.577843157141085304e-24
0.059875488	-2.040683008965843753e-24	8.174847917263006570e-24
0.059936523	-2.253060089929521363e-24	7.767881762609781857e-24
0.059997558	-2.433747033142883304e-24	7.359192169108395324e-24
0.060058593	-2.583250287975138415e-24	6.950967720883786460e-24
0.060119629	-2.702220147247940346e-24	6.545328474149739667e-24
0.060180664	-2.791444195071253478e-24	6.144316842120999853e-24
0.060241699	-2.851840199253059939e-24	5.749889022614830527e-24
0.060302734	-2.884448487159609212e-24	5.363907005104706850e-24
0.060363769	-2.890423843261938255e-24	4.988131196846133719e-24
0.060424804	-2.871026987867860356e-24	4.624213679446603352e-24
0.060485839	-2.827615672025143870e-24	4.273692128906381642e-24
