# time (s)	h_+ (strain)	h_x (strain)
-0.301025391	1.379469946945581854e-24	-1.168104662639411314e-23
-0.300964356	1.509660028464149133e-24	-1.167384590732533665e-23
-0.300903321	1.639817320188837399e-24	-1.166516733748135134e-23
-0.300842286	1.769922991742856988e-24	-1.165501307073794759e-23
-0.300781250	1.899958365836774692e-24	-1.164338560956423568e-23
-0.300720215	2.029904979555215703e-24	-1.163028785177459527e-23
-0.300659180	2.159744558362827902e-24	-1.161572304937395981e-23
-0.300598145	2.289459072221065607e-24	-1.159969479886798158e-23
-0.300537110	2.419030722497884487e-24	-1.158220703482320342e-23
-0.300476075	2.548441960920095919e-24	-1.156326400718923358e-23
-0.300415039	2.677675505961827108e-24	-1.154287025892184727e-23
-0.300354004	2.806714358185756801e-24	-1.152103062855891791e-23
-0.300292969	2.935541795717179918e-24	-1.149775020849995968e-23
-0.300231934	3.064141397908871743e-24	-1.147303434223760329e-23
-0.300170899	3.192497048217945780e-24	-1.144688860372607142e-23
-0.300109864	3.320592940248458951e-24	-1.141931877044223361e-23
-0.300048829	3.448413581958364820e-24	-1.139033080944668830e-23
-0.299987793	3.575943801617859357e-24	-1.135993085819668578e-23
-0.299926758	3.703168753551059587e-24	-1.132812518707475367e-23
-0.299865723	3.830073910474413528e-24	-1.129492021755262372e-23
-0.299804688	3.956645074685149463e-24	-1.126032245172627001e-23
-0.299743653	4.082868372295523168e-24	-1.122433848566501081e-23
-0.299682618	4.208730245342523670e-24	-1.118697498342349144e-23
-0.299621582	4.334217453467043420e-24	-1.114823864285642775e-23
-0.299560547	4.459317070706001230e-24	-1.110813619330749017e-23
-0.299499512	4.584016470421940452e-24	-1.106667435712681603e-23
-0.299438477	4.708303326235901302e-24	-1.102385985160897655e-23
-0.299377442	4.832165592045897684e-24	-1.097969934163917433e-23
-0.299316407	4.955591508424615722e-24	-1.093419945717105762e-23
-0.299255371	5.078569570510550474e-24	-1.088736674042012863e-23
-0.299194336	5.201088529091341517e-24	-1.083920765779247213e-23
-0.299133301	5.323137367197705603e-24	-1.078972856755320654e-23
-0.299072266	5.444705296083057888e-24	-1.073893570278200386e-23
-0.299011231	5.565781730198459727e-24	-1.068683517122864497e-23
-0.298950196	5.686356266344427020e-24	-1.063343293689631454e-23
-0.298889161	5.806418680613516429e-24	-1.057873479786933252e-23
-0.298828125	5.925958886296719027e-24	-1.052274639393261449e-23
-0.298767090	6.044966950711273192e-24	-1.046547318453181087e-23
-0.298706055	6.163433025289407621e-24	-1.040692044607700499e-23
-0.298645020	6.281347367497831512e-24	-1.034709326333621363e-23
-0.298583985	6.398700297070976579e-24	-1.028599653343169172e-23
-0.298522950	6.515482194337845409e-24	-1.022363494441396162e-23
-0.298461914	6.631683441830222965e-24	-1.016001298993499195e-23
-0.298400879	6.747294442879937608e-24	-1.009513496682874809e-23
-0.298339844	6.862305571267830115e-24	-1.002900496790099189e-23
-0.298278809	6.976707165770964525e-24	-9.961626889031148441e-24
-0.298217774	7.090489496579224731e-24	-9.893004437297322937e-24
-0.298156739	7.203642749743430180e-24	-9.823141132180006940e-24
-0.298095704	7.316157008794741970e-24	-9.752040315227839272e-24
-0.298034668	7.428022216382545763e-24	-9.679705157400213932e-24
-0.297973633	7.539228171614261057e-24	-9.606138666554332753e-24
-0.297912598	7.649764515285865919e-24	-9.531343712012849256e-24
-0.297851563	7.759620679699384875e-24	-9.455323023143495316e-24
-0.297790528	7.868785903528660667e-24	-9.378079203899852241e-24
-0.297729493	7.977249200679474465e-24	-9.299614767548275085e-24
-0.297668457	8.084999342077470828e-24	-9.219932135030852190e-24
-0.297607422	8.192024833965334650e-24	-9.139033653466369720e-24
-0.297546387	8.298313923319469120e-24	-9.056921636173543312e-24
-0.297485352	8.403854567540673228e-24	-8.973598353522850845e-24
-0.297424317	8.508634423030969781e-24	-8.889066087416275740e-24
-0.297363282	8.612640856965852185e-24	-8.803327122271547409e-24
-0.297302246	8.715860897015475841e-24	-8.716383792050943079e-24
-0.297241211	8.818281274581785389e-24	-8.628238493465944984e-24
-0.297180176	8.919888372605813220e-24	-8.538893717995825678e-24
-0.297119141	9.020668256972374631e-24	-8.448352062588596297e-24
-0.297058106	9.120606641987773569e-24	-8.356616279024998446e-24
-0.296997071	9.219688933063225029e-24	-8.263689278492587810e-24
-0.296936036	9.317900162894351514e-24	-8.169574169911740054e-24
-0.296875000	9.415225069328938108e-24	-8.074274283925515692e-24
-0.296813965	9.511648042319599561e-24	-7.977793197395081563e-24
-0.296752930	9.607153154606251725e-24	-7.880134765099314014e-24
-0.296691895	9.701724166579084657e-24	-7.781303136285759356e-24
-0.296630860	9.795344545874899803e-24	-7.681302796373035696e-24
-0.296569825	9.887997442448354284e-24	-7.580138574046681070e-24
-0.296508789	9.979665757965624205e-24	-7.477815682167109170e-24
-0.296447754	1.007033210043671740e-23	-7.374339731353433985e-24
-0.296386719	1.015997885852025809e-23	-7.269716759919643374e-24
-0.296325684	1.024858816839749186e-23	-7.163953251442691274e-24
-0.296264649	1.033614197732797382e-23	-7.057056159251900653e-24
-0.296203614	1.042262202671342213e-23	-6.949032932627629280e-24
-0.296142579	1.050800988973761138e-23	-6.839891523873043747e-24
-0.296081543	1.059228702756741576e-23	-6.729640412328058454e-24
-0.296020508	1.067543474609160772e-23	-6.618288625367990543e-24
-0.295959473	1.075743428775160508e-23	-6.505845747954968708e-24
-0.295898438	1.083826681233031986e-23	-6.392321937612038517e-24
-0.295837403	1.091791347026990386e-23	-6.277727937375041289e-24
-0.295776368	1.099635538365319045e-23	-6.162075087667175904e-24
-0.295715332	1.107357370960290091e-23	-6.045375327460575300e-24
-0.295654297	1.114954966366965623e-23	-5.927641212398103550e-24
-0.295593262	1.122426454232924623e-23	-5.808885909773900937e-24
-0.295532227	1.129769976732716657e-23	-5.689123204955156616e-24
-0.295471192	1.136983691228052606e-23	-5.568367509675644437e-24
-0.295410157	1.144065772895495340e-23	-5.446633843974111185e-24
-0.295349121	1.151014419052579849e-23	-5.323937853016070936e-24
-0.295288086	1.157827852611246380e-23	-5.200295788219691605e-24
-0.295227051	1.164504323238213225e-23	-5.075724507755333025e-24
-0.295166016	1.171042113183322217e-23	-4.950241462332785807e-24
-0.295104981	1.177439538686671294e-23	-4.823864690154733038e-24
-0.295043946	1.183694954196401078e-23	-4.696612801319726992e-24
-0.294982911	1.189806754341569365e-23	-4.568504956360107315e-24
-0.294921875	1.195773377708177517e-23	-4.439560871300576395e-24
-0.294860840	1.201593309736491322e-23	-4.309800764890728148e-24
-0.294799805	1.207265085335490900e-23	-4.179245374870128257e-24
-0.294738770	1.212787290280373613e-23	-4.047915911195299907e-24
-0.294677735	1.218158566900065933e-23	-3.915834035044078131e-24
-0.294616700	1.223377612937313657e-23	-3.783021854605647317e-24
-0.294555664	1.228443186308136283e-23	-3.649501864970462090e-24
-0.294494629	1.233354105913124998e-23	-3.515296947435106968e-24
-0.294433594	1.238109254197725796e-23	-3.380430329206726177e-24
-0.294372559	1.242707578754372455e-23	-3.244925555115927592e-24
-0.294311524	1.247148093658600431e-23	-3.108806448878507462e-24
-0.294250489	1.251429881196365280e-23	-2.972097088958131535e-24
-0.294189454	1.255552093528768353e-23	-2.834821774293809838e-24
-0.294128418	1.259513951760388185e-23	-2.697004986540385028e-24
-0.294067383	1.263314749924751773e-23	-2.558671353955841293e-24
-0.294006348	1.266953851947383798e-23	-2.419845617811882426e-24
-0.293945313	1.270430695640907549e-23	-2.280552600686429317e-24
-0.293884278	1.273744789825779660e-23	-2.140817162328603099e-24
-0.293823243	1.276895715430477587e-23	-2.000664165676500020e-24
-0.293762207	1.279883126718076246e-23	-1.860118449820351176e-24
-0.293701172	1.282706747758185091e-23	-1.719204774924311524e-24
-0.293640137	1.285366374685100978e-23	-1.577947811892453947e-24
-0.293579102	1.287861871727985066e-23	-1.436372075973745014e-24
-0.293518067	1.290193174094942906e-23	-1.294501923345306080e-24
-0.293457032	1.292360282035141685e-23	-1.152361496049812862e-24
-0.293395996	1.294363263029555535e-23	-1.009974691763285375e-24
-0.293334961	1.296202247807901669e-23	-8.673651460170994437e-25
-0.293273926	1.297877429416971770e-23	-7.245561792213715406e-25
-0.293212891	1.299389060555626427e-23	-5.815707848325266876e-25
-0.293151856	1.300737452043680834e-23	-4.384315884363149356e-25
-0.293090821	1.301922968576432967e-23	-2.951608313488188145e-25
-0.293029786	1.302946028067439989e-23	-1.517803331736668752e-25
-0.292968750	1.303807098291381618e-23	-8.311481433609278065e-27
-0.292907715	1.304506693236830293e-23	1.352248002915857244e-25
-0.292846680	1.305045369384391558e-23	2.788080698294043382e-25
-0.292785645	1.305423725234851224e-23	4.224183909551476908e-25
-0.292724610	1.305642395515737358e-23	5.660363260433053872e-25
-0.292663575	1.305702048494648006e-23	7.096429863734475107e-25
-0.292602539	1.305603382194798855e-23	8.532200092387416740e-25
-0.292541504	1.305347121293072318e-23	9.967495952457993645e-25
-0.292480469	1.304934014191400309e-23	1.140214496834327916e-24
-0.292419434	1.304364827220918818e-23	1.283598033260263623e-24
-0.292358399	1.303640343094001720e-23	1.426884085817058068e-24
-0.292297364	1.302761355780083411e-23	1.570057111263020948e-24
-0.292236329	1.301728668051301843e-23	1.713102124099755325e-24
-0.292175293	1.300543086365543398e-23	1.856004703938839663e-24
-0.292114258	1.299205418992272311e-23	1.998750981623095162e-24
-0.292053223	1.297716470305759505e-23	2.141327640713162941e-24
-0.291992188	1.296077038679800420e-23	2.283721889832353734e-24
-0.291931153	1.294287913448356821e-23	2.425921465844432305e-24
-0.291870118	1.292349869877675932e-23	2.567914608948935854e-24
-0.291809082	1.290263667475083210e-23	2.709690044914470277e-24
-0.291748047	1.288030046967679741e-23	2.851236976520358977e-24
-0.291687012	1.285649723769828610e-23	2.992545032116257756e-24
-0.291625977	1.283123391294550701e-23	3.133604292458784884e-24
-0.291564942	1.280451712403599449e-23	3.274405211591911571e-24
-0.291503907	1.277635321305705540e-23	3.414938616160849422e-24
-0.291442871	1.274674817548879192e-23	3.555195684359228739e-24
-0.291381836	1.271570766010780507e-23	3.695167899351686512e-24
-0.291320801	1.268323695638439062e-23	3.834847016870095116e-24
-0.291259766	1.264934095048707690e-23	3.974225037281559576e-24
-0.291198731	1.261402413681413040e-23	4.113294191944407625e-24
-0.291137696	1.257729058203885104e-23	4.252046859851534294e-24
-0.291076661	1.253914393481144436e-23	4.390475581376726892e-24
-0.291015625	1.249958739857933510e-23	4.528572990421745653e-24
-0.290954590	1.245862375078628137e-23	4.666331786454228353e-24
-0.290893555	1.241625530324636605e-23	4.803744700611323293e-24
-0.290832520	1.237248393695518049e-23	4.940804452625062385e-24
-0.290771485	1.232731108490089983e-23	5.077503718051459439e-24
-0.290710450	1.228073773235317243e-23	5.213835077317626077e-24
-0.290649414	1.223276443708538431e-23	5.349790998219883361e-24
-0.290588379	1.218339133179410862e-23	5.485363783971801540e-24
-0.290527344	1.213261812909448650e-23	5.620545527764290430e-24
-0.290466309	1.208044414341564303e-23	5.755328116641533424e-24
-0.290405274	1.202686831190906430e-23	5.889703141006354232e-24
-0.290344239	1.197188919722915867e-23	6.023661904105421853e-24
-0.290283204	1.191550501626572421e-23	6.157195370173586828e-24
-0.290222168	1.185771367656809870e-23	6.290294134521781787e-24
-0.290161133	1.179851277565904715e-23	6.422948386149906406e-24
-0.290100098	1.173789964659504200e-23	6.555147905712563900e-24
-0.290039063	1.167587138625335921e-23	6.686882006272641115e-24
-0.289978028	1.161242487073951779e-23	6.818139524044807726e-24
-0.289916993	1.154755681503092279e-23	6.948908789795456566e-24
-0.289855957	1.148126377421668269e-23	7.079177626784365999e-24
-0.289794922	1.141354220960515472e-23	7.208933291241427572e-24
-0.289733887	1.134438850528694244e-23	7.338162502940783890e-24
-0.289672852	1.127379901509147511e-23	7.466851390299788129e-24
-0.289611817	1.120177009861393481e-23	7.594985509842933543e-24
-0.289550782	1.112829816728109321e-23	7.722549814893454806e-24
-0.289489746	1.105337971084488543e-23	7.849528662205749254e-24
-0.289428711	1.097701136259921274e-23	7.975905792633855069e-24
-0.289367676	1.089918990854014690e-23	8.101664352942607903e-24
-0.289306641	1.081991236226053082e-23	8.226786871745553630e-24
-0.289245606	1.073917598600280030e-23	8.351255274322571860e-24
-0.289184571	1.065697834074519965e-23	8.475050895391198880e-24
-0.289123536	1.057331731842499707e-23	8.598154471667723247e-24
-0.289062500	1.048819120265342609e-23	8.720546169395946924e-24
-0.289001465	1.040159868823980049e-23	8.842205595433319531e-24
-0.288940430	1.031353892986939354e-23	8.963111792857410653e-24
-0.288879395	1.022401158986650068e-23	9.083243303931781961e-24
-0.288818360	1.013301685446854754e-23	9.202578132827205728e-24
-0.288757325	1.004055549041231909e-23	9.321093841894087922e-24
-0.288696289	9.946628873919205347e-24	9.438767503502182533e-24
-0.288635254	9.851239014697103283e-24	9.555575787381514553e-24
-0.288574219	9.754388609216453909e-24	9.671494947670501102e-24
-0.288513184	9.656081046078771999e-24	9.786500913121695194e-24
-0.288452149	9.556320446701916171e-24	9.900569230058148196e-24
-0.288391114	9.455111698807195787e-24	1.001367521189779589e-23
-0.288330079	9.352460463774015933e-24	1.012579388024407631e-23
-0.288269043	9.248373207514941837e-24	1.023690006639447482e-23
-0.288208008	9.142857221528520578e-24	1.034696841649238681e-23
-0.288146973	9.035920632336337807e-24	1.045597346810690702e-23
-0.288085938	8.927572422945099572e-24	1.056388965105134980e-23
-0.288024903	8.817822436806825758e-24	1.067069137189546250e-23
-0.287963868	8.706681394923515415e-24	1.077635304219233620e-23
-0.287902832	8.594160890442505842e-24	1.088084912099330921e-23
-0.287841797	8.480273410262999158e-24	1.098415416657122320e-23
-0.287780762	8.365032312514719012e-24	1.108624288322052079e-23
-0.287719727	8.248451840189883470e-24	1.118709017010364377e-23
-0.287658692	8.130547113764485915e-24	1.128667116372982549e-23
-0.287597657	8.011334113383443065e-24	1.138496128338296334e-23
-0.287536621	7.890829687226353165e-24	1.148193628218283648e-23
-0.287475586	7.769051511959728286e-24	1.157757229873613949e-23
-0.287414551	7.646018099959231621e-24	1.167184586906521098e-23
-0.287353516	7.521748769283225937e-24	1.176473402243508536e-23
-0.287292481	7.396263616896328825e-24	1.185621427999330485e-23
-0.287231446	7.269583503899937436e-24	1.194626472295987657e-23
-0.287170411	7.141730031060881123e-24	1.203486399362634867e-23
-0.287109375	7.012725492276139165e-24	1.212199140926252951e-23
-0.287048340	6.882592864233004372e-24	1.220762689553949688e-23
-0.286987305	6.751355761751582503e-24	1.229175113104656619e-23
-0.286926270	6.619038396371279932e-24	1.237434548178559827e-23
-0.286865235	6.485665557398449284e-24	1.245539209231563397e-23
-0.286804200	6.351262548446997772e-24	1.253487389990847922e-23
-0.286743164	6.215855169575386963e-24	1.261277464788576995e-23
-0.286682129	6.079469657029099637e-24	1.268907892372831084e-23
-0.286621094	5.942132646401211078e-24	1.276377216706868458e-23
-0.286560059	5.803871135257311084e-24	1.283684070086724285e-23
-0.286499024	5.664712413356654673e-24	1.290827173947693798e-23
-0.286437989	5.524684049694264675e-24	1.297805339170073671e-23
-0.286376954	5.383813817576238362e-24	1.304617469331576213e-23
-0.286315918	5.242129645538626527e-24	1.311262558981214659e-23
-0.286254883	5.099659598572625785e-24	1.317739695387084589e-23
-0.286193848	4.956431789489671420e-24	1.324048059675070010e-23
-0.286132813	4.812474368446184043e-24	1.330186922264389392e-23
-0.286071778	4.667815439905896332e-24	1.336155648313162576e-23
-0.286010743	4.522483051276866365e-24	1.341953693040808432e-23
-0.285949707	4.376505101306425372e-24	1.347580600307671519e-23
-0.285888672	4.229909334574221800e-24	1.353036004155766042e-23
-0.285827637	4.082723274936295407e-24	1.358319625043582810e-23
-0.285766602	3.934974187918285832e-24	1.363431268437752965e-23
-0.285705567	3.786689029175741725e-24	1.368370821709893360e-23
-0.285644532	3.637894411271829204e-24	1.373138254006606285e-23
-0.285583496	3.488616559535920313e-24	1.377733610808727377e-23
-0.285522461	3.338881280779268484e-24	1.382157014355030207e-23
-0.285461426	3.188713914758564677e-24	1.386408655784432105e-23
-0.285400391	3.038139309019982108e-24	1.390488795145623813e-23
-0.285339356	2.887181782709748895e-24	1.394397760299289412e-23
-0.285278321	2.735865096983287701e-24	1.398135935256600514e-23
-0.285217286	2.584212431535953803e-24	1.401703763701260645e-23
-0.285156250	2.432246353922444456e-24	1.405101742128379819e-23
-0.285095215	2.279988800780674650e-24	1.408330415294465042e-23
-0.285034180	2.127461062405200504e-24	1.411390371472410416e-23
-0.284973145	1.974683750166042343e-24	1.414282240265566646e-23
-0.284912110	1.821676801771796089e-24	1.417006686025875463e-23
-0.284851075	1.668459459656806045e-24	1.419564403373675084e-23
-0.284790039	1.515050268494994341e-24	1.421956113408433048e-23
-0.284729004	1.361467057150239223e-24	1.424182558754291436e-23
-0.284667969	1.207726956590344715e-24	1.426244498006166395e-23
-0.284606934	1.053846378887633381e-24	1.428142702450852402e-23
-0.284545899	8.998410479142071322e-25	1.429877950024417068e-23
-0.284484864	7.457259693019539886e-25	1.431451021732378855e-23
-0.284423829	5.915154807717618903e-25	1.432862696478585170e-23
-0.284362793	4.372232313906513425e-25	1.434113745898905294e-23
-0.284301758	2.828622184879404040e-25	1.435204931681780347e-23
-0.284240723	1.284447878628840098e-25	1.436137000500620116e-23
-0.284179688	-2.601732047298521740e-26	1.436910678248050291e-23
-0.284118653	-1.805129760649620533e-25	1.437526668581835353e-23
-0.284057618	-3.350316205859239092e-25	1.437985647587645218e-23
-0.283996582	-4.895632302506042613e-25	1.438288260146269877e-23
-0.283935547	-6.440983014313033781e-25	1.438435116779909112e-23
-0.283874512	-7.986278046823294295e-25	1.438426790409387955e-23
-0.283813477	-9.531431612707365553e-25	1.438263813588039803e-23
-0.283752442	-1.107636198873917613e-24	1.437946673893919027e-23
-0.283691407	-1.262099110154054779e-24	1.437475813992393695e-23
-0.283630371	-1.416524428154364513e-24	1.436851627728915197e-23
-0.283569336	-1.570904964702441253e-24	1.436074457854013497e-23
-0.283508301	-1.725233781954642492e-24	1.435144595753666945e-23
-0.283447266	-1.879504151403873613e-24	1.434062277282071354e-23
-0.283386231	-2.033709478539615884e-24	1.432827685166645024e-23
-0.283325196	-2.187843321132223859e-24	1.431440944881723832e-23
-0.283264161	-2.341899261495621823e-24	1.429902124679857593e-23
-0.283203125	-2.495870941382746969e-24	1.428211238213482202e-23
-0.283142090	-2.649751930619071599e-24	1.426368239428797863e-23
-0.283081055	-2.803535782455033430e-24	1.424373026610221975e-23
-0.283020020	-2.957215893370372707e-24	1.422225442597056252e-23
-0.282958985	-3.110785506149601581e-24	1.419925274037188868e-23
-0.282897950	-3.264237664971725218e-24	1.417472253498395156e-23
-0.282836914	-3.417565145986485840e-24	1.414866060595006631e-23
-0.282775879	-3.570760451891666217e-24	1.412106325741066965e-23
-0.282714844	-3.723815723382441950e-24	1.409192627574400687e-23
-0.282653809	-3.876722738218509149e-24	1.406124500400332420e-23
-0.282592774	-4.029472867680012101e-24	1.402901433204647783e-23
-0.282531739	-4.182057006198877924e-24	1.399522874251751131e-23
-0.282470704	-4.334465570823167302e-24	1.395988234214301721e-23
-0.282409668	-4.486688460886897744e-24	1.392296886339325162e-23
-0.282348633	-4.638715005919657118e-24	1.388448175013786848e-23
-0.282287598	-4.790533966170215855e-24	1.384441416202741018e-23
-0.282226563	-4.942133484085129416e-24	1.380275900352670150e-23
-0.282165528	-5.093501069960560198e-24	1.375950900475575898e-23
-0.282104493	-5.244623574124626911e-24	1.371465671554348225e-23
-0.282043457	-5.395487171289223770e-24	1.366819459021671983e-23
-0.281982422	-5.546077357998163324e-24	1.362011500253826323e-23
-0.281921387	-5.696378904430779597e-24	1.357041031682181020e-23
-0.281860352	-5.846375873974191145e-24	1.351907290166625259e-23
-0.281799317	-5.996051615074209984e-24	1.346609521214473678e-23
-0.281738282	-6.145388729505645750e-24	1.341146982254547269e-23
-0.281677246	-6.294369113527021204e-24	1.335518945833013381e-23
-0.281616211	-6.442973910249917291e-24	1.329724707835902877e-23
-0.281555176	-6.591183563444640962e-24	1.323763588662723694e-23
-0.281494141	-6.738977775807730695e-24	1.317634942124257185e-23
-0.281433106	-6.886335576598208722e-24	1.311338154981538639e-23
-0.281372071	-7.033235272682849263e-24	1.304872657140045218e-23
-0.281311036	-7.179654510996494031e-24	1.298237921830251889e-23
-0.281250000	-7.325570287389292913e-24	1.291433472539775517e-23
-0.281188965	-7.470958949888747817e-24	1.284458886328381785e-23
-0.281127930	-7.615796249171114275e-24	1.277313799415589441e-23
-0.281066895	-7.760057353186431955e-24	1.269997908794840333e-23
-0.281005860	-7.903716876962290557e-24	1.262510978629994242e-23
-0.280944825	-8.046748917126124062e-24	1.254852842329314683e-23
-0.280883789	-8.189127086234911991e-24	1.247023407578164597e-23
-0.280822754	-8.330824558552126770e-24	1.239022657483730960e-23
-0.280761719	-8.471814091281111370e-24	1.230850656233647699e-23
-0.280700684	-8.612068074013330625e-24	1.222507549739978520e-23
-0.280639649	-8.751558566416412836e-24	1.213993569030057314e-23
-0.280578614	-8.890257388837116586e-24	1.205309033603624793e-23
-0.280517579	-9.028136065281767331e-24	1.196454351459310025e-23
-0.280456543	-9.165165976780466279e-24	1.187430022656397127e-23
-0.280395508	-9.301318358040787113e-24	1.178236639511029377e-23
-0.280334473	-9.436564335846004257e-24	1.168874888629269012e-23
-0.280273438	-9.570875013928418115e-24	1.159345551986821700e-23
-0.280212403	-9.704221493143471234e-24	1.149649505907089968e-23
-0.280151368	-9.836574943318972297e-24	1.139787723782752953e-23
-0.280090332	-9.967906634021826980e-24	1.129761273951224931e-23
-0.280029297	-1.009818799574242488e-23	1.119571320544471906e-23
-0.279968262	-1.022739068274014099e-23	1.109219122509194748e-23
-0.279907227	-1.035548658894429485e-23	1.098706032675160588e-23
-0.279846192	-1.048244792190986035e-23	1.088033496675478339e-23
-0.279785157	-1.060824725378238693e-23	1.077203050952057496e-23
-0.279724121	-1.073285755580825676e-23	1.066216321938291621e-23
-0.279663086	-1.085625224541163481e-23	1.055075022571921431e-23
-0.279602051	-1.097840523719550119e-23	1.043780951457255279e-23
-0.279541016	-1.109929097811394676e-23	1.032335989384050774e-23
-0.279479981	-1.121888450529821972e-23	1.020742096114822895e-23
-0.279418946	-1.133716145182247837e-23	1.009001308598543967e-23
-0.279357911	-1.145409813804101874e-23	9.971157358031328793e-24
-0.279296875	-1.156967154182061984e-23	9.850875568087844407e-24
-0.279235840	-1.168385939310370401e-23	9.729190163157377836e-24
-0.279174805	-1.179664014923235942e-23	9.606124202952858088e-24
-0.279113770	-1.190799308077259328e-23	9.481701332489361332e-24
-0.279052735	-1.201789824103649044e-23	9.355945719154349965e-24
-0.278991700	-1.212633653500643129e-23	9.228882028681696556e-24
-0.278930664	-1.223328970662395410e-23	9.100535363642296250e-24
-0.278869629	-1.233874038058243486e-23	8.970931231028258385e-24
-0.278808594	-1.244267205775300362e-23	8.840095479575923873e-24
-0.278747559	-1.254506913297532235e-23	8.708054267831539301e-24
-0.278686524	-1.264591691718170522e-23	8.574834004146502108e-24
-0.278625489	-1.274520163383414817e-23	8.440461300780042592e-24
-0.278564454	-1.284291039718539465e-23	8.304962926713940279e-24
-0.278503418	-1.293903126377348754e-23	8.168365759961683668e-24
-0.278442383	-1.303355317851980482e-23	8.030696730139646710e-24
-0.278381348	-1.312646601471618003e-23	7.891982788428600197e-24
-0.278320313	-1.321776050623216823e-23	7.752250835586061568e-24
-0.278259278	-1.330742830185034457e-23	7.611527696313371051e-24
-0.278198243	-1.339546190936618764e-23	7.469840060893995818e-24
-0.278137207	-1.348185468716213599e-23	7.327214446969839118e-24
-0.278076172	-1.356660080930010783e-23	7.183677153439292239e-24
-0.278015137	-1.364969529383267127e-23	7.039254215282140242e-24
-0.277954102	-1.373113391238063342e-23	6.893971375356725345e-24
-0.277893067	-1.381091320142380466e-23	6.747854023269726778e-24
-0.277832032	-1.388903042520277310e-23	6.600927194545603495e-24
-0.277770996	-1.396548355537626958e-23	6.453215489418554363e-24
-0.277709961	-1.404027120125435537e-23	6.304743081643647658e-24
-0.277648926	-1.411339261868177409e-23	6.155533671817094038e-24
-0.277587891	-1.418484763536001808e-23	6.005610454557196584e-24
-0.277526856	-1.425463664706769092e-23	5.854996099413570225e-24
-0.277465821	-1.432276054928999438e-23	5.703712733678216987e-24
-0.277404786	-1.438922069831494354e-23	5.551781908236380665e-24
-0.277343750	-1.445401890882595437e-23	5.399224595056819364e-24
-0.277282715	-1.451715734578495149e-23	5.246061167153106281e-24
-0.277221680	-1.457863852539533311e-23	5.092311383037763936e-24
-0.277160645	-1.463846528055560269e-23	4.937994372870614899e-24
-0.277099610	-1.469664065577581630e-23	4.783128662511841237e-24
-0.277038575	-1.475316795113693366e-23	4.627732124543178614e-24
-0.276977539	-1.480805059185721261e-23	4.471822015754337102e-24
-0.276916504	-1.486129215202929570e-23	4.315414964663576993e-24
-0.276855469	-1.491289625673482074e-23	4.158526970903818628e-24
-0.276794434	-1.496286658100923350e-23	4.001173431400243315e-24
-0.276733399	-1.501120678626202537e-23	3.843369127027209931e-24
-0.276672364	-1.505792048948592841e-23	3.685128264638666696e-24
-0.276611329	-1.510301120805494830e-23	3.526464466615467322e-24
-0.276550293	-1.514648233605950016e-23	3.367390805530605385e-24
-0.276489258	-1.518833709057296309e-23	3.207919815706298616e-24
-0.276428223	-1.522857851523872472e-23	3.048063531764185084e-24
-0.276367188	-1.526720938674220822e-23	2.887833491569137207e-24
-0.276306153	-1.530423223539424867e-23	2.727240781542782223e-24
-0.276245118	-1.533964927721798832e-23	2.566296062616536666e-24
-0.276184082	-1.537346241606739958e-23	2.405009592436224454e-24
-0.276123047	-1.540567319663459433e-23	2.243391272033551950e-24
-0.276062012	-1.543628278740534397e-23	2.081450671498787030e-24
-0.276000977	-1.546529197423128818e-23	1.919197065769436913e-24
-0.275939942	-1.549270110755945445e-23	1.756639475234032964e-24
-0.275878907	-1.551851012214896594e-23	1.593786702799628832e-24
-0.275817871	-1.554271850529319730e-23	1.430647372019171300e-24
-0.275756836	-1.556532527922158991e-23	1.267229961866196693e-24
-0.275695801	-1.558632902336821679e-23	1.103542866771935305e-24
-0.275634766	-1.560572782593464451e-23	9.395944043297834981e-25
-0.275573731	-1.562351932433446204e-23	7.753928826735114157e-25
-0.275512696	-1.563970066672283012e-23	6.109466385775739593e-25
-0.275451661	-1.565426855234471355e-23	4.462640549469620972e-25
-0.275390625	-1.566721919489406403e-23	2.813536384050962328e-25
-0.275329590	-1.567854837343059308e-23	1.162240249662917444e-25
-0.275268555	-1.568825140987046579e-23	-4.911596302141387040e-26
-0.275207520	-1.569632319527524454e-23	-2.146572826518840296e-25
-0.275146485	-1.570275822052232343e-23	-3.803906385175293798e-25
-0.275085450	-1.570755055389191848e-23	-5.463064374108336515e-25
-0.275024414	-1.571069390705424240e-23	-7.123947521860838112e-25
-0.274963379	-1.571218163027875383e-23	-8.786453137547237309e-25
-0.274902344	-1.571200674303236934e-23	-1.045047442934517546e-24
-0.274841309	-1.571016196445730479e-23	-1.211590042204162082e-24
-0.274780274	-1.570663973344889502e-23	-1.378261570374298817e-24
-0.274719239	-1.570143225499828312e-23	-1.545050001709650818e-24
-0.274658204	-1.569453151068873862e-23	-1.711942813657237871e-24
-0.274597168	-1.568592931606429573e-23	-1.878926974466258058e-24
-0.274536133	-1.567561733440015243e-23	-2.045988882539350106e-24
-0.274475098	-1.566358711753238529e-23	-2.213114401454425716e-24
-0.274414063	-1.564983016902845166e-23	-2.380288810853455979e-24
-0.274353028	-1.563433793000753042e-23	-2.547496813989709353e-24
-0.274291993	-1.561710186544625767e-23	-2.714722501165175368e-24
-0.274230957	-1.559811348909544531e-23	-2.881949379125070404e-24
